frame,matches_ratio,inliers_ransac,epi_med_desc,epi_mean_desc,epi_med_geom,epi_mean_geom,pnp_matches,pnp_inliers,pnp_rmse_before,pnp_rmse_after,loop_kf,loop_inliers,map_points
0,0,0,nan,nan,nan,nan,0,0,nan,nan,-1,0,0
1,907,843,0.0009960402385621318,0.5434183653391831,7.437782732656683e-28,0.02874037946305544,0,0,nan,nan,-1,0,23
2,795,731,0.004804198317018049,0.15266906737222583,2.8376005472438206e-28,0.027566946493353138,0,0,nan,nan,-1,0,40
3,947,916,0.00021016813553461017,0.09184944145717695,2.0356689099753863e-27,0.014291473795422716,0,0,nan,nan,-1,0,62
4,897,861,0.000657480959848276,0.13558619246163647,5.2041116093079035e-27,0.024829771730037864,0,0,nan,nan,-1,0,89
5,881,813,0.009577786083491482,0.4027935526779504,1.0368484162359402e-26,0.0254032899883872,0,0,nan,nan,-1,0,109
6,910,854,0.004474327786725441,0.35662322729155727,1.012355004605461e-27,0.031543954736952796,0,0,nan,nan,-1,0,109
7,939,907,0.0005687503646239115,0.08721143831300855,1.7966358498550066e-27,0.018553954718000386,0,0,nan,nan,-1,0,139
8,910,866,0.001279750860304379,0.11164623423385146,3.1734267811923764e-26,0.0244856529487355,0,0,nan,nan,-1,0,194
9,947,915,9.252960874376715e-05,0.06281665973213811,9.083159088220144e-28,0.018868850892351532,0,0,nan,nan,-1,0,577
10,774,692,0.11375125634583423,0.24319078874853492,1.580084753479494e-26,0.018901346596696633,807,317,1.8590303402551758,1.8206764053563145,-1,0,969
11,731,536,0.1336587349416302,0.4694991398218254,6.187472757820507e-28,0.09722160738450492,0,0,nan,nan,-1,0,969
12,770,659,0.01884627931295843,1.4289584676355664,1.4316901170227878e-28,0.030548978133841675,0,0,nan,nan,-1,0,969
13,714,569,0.1266663131165543,1.3937013358845531,0.06950165204151422,0.12117477924877894,0,0,nan,nan,-1,0,969
14,732,589,0.05483495612562675,0.40879265949541604,0.042335363180685745,0.09584356132769031,0,0,nan,nan,-1,0,969
15,731,565,0.13398054297837675,4.612720448684672,0.04307501064085908,0.11688659946541895,0,0,nan,nan,-1,0,1374
16,747,646,0.09128889772895492,1.3514093108556007,3.9945639782823145e-28,0.03720244828826641,0,0,nan,nan,-1,0,1818
17,742,626,0.03450798366518188,0.45446311776135057,0.028095838128847174,0.08545431325103708,0,0,nan,nan,-1,0,2274
18,747,641,0.01894490528969695,0.3138239726918456,8.398470706907157e-28,0.050274611668549574,0,0,nan,nan,-1,0,2699
19,730,613,0.05234196581806493,1.3371598540909935,0.002925912419027597,0.045644167849468946,0,0,nan,nan,-1,0,3132
20,742,671,0.01627079087887806,0.42282650005584305,0.06110058345814965,0.0945188630837167,2703,264,14.369115207031452,3.5576349772519156,-1,0,3539
21,614,455,0.15860960077110448,0.7327209834607751,0.08873324242349087,0.13320269738359855,0,0,nan,nan,-1,0,3707
22,595,460,0.12132048567329441,1.0322311561229034,0.06969185064602683,0.1273585658130649,0,0,nan,nan,-1,0,3879
23,613,496,0.09734044752712481,1.255255706656466,0.05600428737022188,0.11511919666278429,0,0,nan,nan,-1,0,4355
24,590,454,0.09009604723315442,0.3068347467334177,0.07440678797211672,0.123700322144547,0,0,nan,nan,-1,0,4770
25,625,480,0.10785233270048854,0.5182590650060772,0.08361883539019821,0.12144895652033146,0,0,nan,nan,-1,0,5130
26,657,495,0.1279114864492533,0.7964848949122441,0.07939116565985886,0.13543643455837182,0,0,nan,nan,-1,0,5482
27,590,486,0.10560888817734093,0.6972595357211353,0.035071364449541426,0.0858148003795116,0,0,nan,nan,-1,0,5807
28,605,524,0.033794170375053695,0.5577370335145974,9.052409302023281e-27,0.04594612285589382,0,0,nan,nan,-1,0,6026
29,587,506,0.049698255296695075,0.559744548492446,0.033136304045270876,0.0869607215630015,0,0,nan,nan,-1,0,6130
30,453,326,0.14478521469687966,0.878755441862952,0.09097571204894767,0.14645405029999137,2125,131,1.8839563219225899,1.6197148813303492,-1,0,6130
31,395,310,0.19945101335652685,17.353920201143044,0.07607158538468428,0.12974059780361807,0,0,nan,nan,-1,0,6130
32,379,279,0.14405911721605555,2.722535179890477,0.10159169211601861,0.13620495426464688,0,0,nan,nan,-1,0,6130
33,310,244,0.1515877806378003,1.2171315952682558,0.07402987909544669,0.12771222559704234,0,0,nan,nan,-1,0,6130
34,367,310,0.0861954726397719,0.5176734797499308,3.5131734391866526e-28,0.052065594213001644,0,0,nan,nan,-1,0,6130
35,469,382,0.07899179110209667,0.8025052835504187,0.024727983358453713,0.09423351016074472,0,0,nan,nan,-1,0,6130
36,457,385,0.06680399264064187,1.2098514226510733,7.608593353340607e-28,0.036693808642163074,0,0,nan,nan,-1,0,6130
37,465,415,0.06112550497333492,0.9847253173450466,3.9456913675783797e-28,0.03625378123996668,0,0,nan,nan,-1,0,6130
38,411,325,0.13956688298985565,1.174913601745816,0.08650506785188086,0.13336392081395307,0,0,nan,nan,-1,0,6130
39,363,304,0.15041531189964744,1.9696663491550044,2.064990055070262e-27,0.07306838143674,0,0,nan,nan,-1,0,6130
40,345,275,0.09704695289012533,0.32634793412843005,0.051875007275055486,0.10947748679153213,1132,167,1.7748155341679195,1.6272732063865563,-1,0,6130
41,350,277,0.06973873972096276,0.5688023726135795,0.08395846054946773,0.12988978717142613,0,0,nan,nan,-1,0,6232
42,336,248,0.22432682648208346,2.6858753467532956,0.07953203767460347,0.13038608659997922,0,0,nan,nan,-1,0,6298
43,326,254,0.11936044650562748,0.9703051457251365,0.10379953367965535,0.140237540184791,0,0,nan,nan,-1,0,6436
44,400,342,0.04965031385317757,0.5577078986711648,8.661084076419121e-28,0.027229603290510947,0,0,nan,nan,-1,0,6436
45,380,301,0.09608359200527046,3.3538371934270086,0.0734386207704473,0.1182365260097581,0,0,nan,nan,-1,0,6436
46,364,309,0.09403539357159904,0.6237784400848666,0.054397529416359086,0.1034025874464554,0,0,nan,nan,-1,0,6436
47,371,318,0.08979321052982624,0.5182467336490414,3.409594502961545e-28,0.03128367568767485,0,0,nan,nan,-1,0,6436
48,362,317,0.07471754014943907,0.2137653562431221,0.004436487978360913,0.05305139655016876,0,0,nan,nan,-1,0,6436
49,367,317,0.044521222094024336,0.5055225520591917,0.03970880371017271,0.09935035718435813,0,0,nan,nan,-1,0,6457
50,337,285,0.09443737024631714,0.514800035110683,0.06740639726623271,0.12504178760927423,929,149,48.38947242538408,2.675076647061365,-1,0,6523
51,359,321,0.05619425619061057,0.5405881573537793,0.026683776962560957,0.07305686312661958,0,0,nan,nan,-1,0,6588
52,363,306,0.0937936557201575,0.6854244676573554,2.76391813712552e-26,0.04879198025099602,0,0,nan,nan,-1,0,6588
53,372,327,0.018128359212070483,0.21162043871495723,7.051117794902536e-28,0.03182188096378916,0,0,nan,nan,-1,0,6588
54,343,290,0.06574675074624539,0.2039920080508895,2.2934489951781567e-28,0.038156016272591256,0,0,nan,nan,-1,0,6634
55,314,269,0.05040827214226519,0.616712779172895,0.020372862682974172,0.06491058619017069,0,0,nan,nan,-1,0,6687
56,288,245,0.09344691267271917,0.21310436818574063,0.07801005619676254,0.12437408494968268,0,0,nan,nan,-1,0,6844
57,291,243,0.0660710008934682,0.3250129432232162,0.07908894591674841,0.13003312033798464,0,0,nan,nan,-1,0,6844
58,299,269,0.05389608152376902,0.35728062935419264,0.004228633771027917,0.06727837539412301,0,0,nan,nan,-1,0,6844
59,271,216,0.10090338826967894,0.9276161876986003,0.09705359121879226,0.13245744591240294,0,0,nan,nan,-1,0,6844
60,304,275,0.05236111267234042,1.047877608644447,0.0006766148665860356,0.05483415387086263,660,141,1.7397889474641623,1.5375170293039357,-1,0,6844
61,289,251,0.06891622005658961,0.21027006372874976,4.8758654112879835e-28,0.0300887822834407,0,0,nan,nan,-1,0,6844
62,296,248,0.0385617512247924,2.020947453889536,0.07528987868575521,0.13533247708779214,0,0,nan,nan,-1,0,6844
63,297,251,0.06089965040042232,0.261690411319033,0.008264466310947266,0.059674868996954594,0,0,nan,nan,-1,0,6844
64,311,271,0.06163209813821628,0.18490976286717084,0.025341343115407384,0.07525067529905866,0,0,nan,nan,-1,0,6970
65,266,235,0.05331847829976413,1.7817918493988125,0.046836383022006094,0.09415399545413698,0,0,nan,nan,-1,0,7148
66,302,264,0.0532014218308615,0.3103231207511323,1.9596000049574298e-26,0.0333391075871302,0,0,nan,nan,-1,0,7288
67,254,213,0.07027169266117031,0.20931296485587136,0.08774968065593541,0.12210159234281438,0,0,nan,nan,-1,0,7288
68,241,202,0.09449772167624503,0.2319973812052144,0.045523779812630116,0.10274652911423646,0,0,nan,nan,-1,0,7325
69,248,220,0.06566417128522326,0.20634396184041318,1.5179087018926293e-26,0.06316333771456949,0,0,nan,nan,-1,0,7325
70,236,212,0.05738836591766812,0.1935069807079269,4.2556667983807606e-27,0.0408693150161569,633,46,3.2396259274093455,3.09889014149403,-1,0,7353
71,235,213,0.02240788102561467,0.45519377305261455,3.745910907560935e-28,0.03804802436244511,0,0,nan,nan,-1,0,7353
72,271,242,0.048365521705108966,0.14673914320092635,0.010887511108821912,0.06267463319317818,0,0,nan,nan,-1,0,7365
73,257,232,0.024815591538617652,0.24726283531232973,0.01437673648843056,0.07288650637664831,0,0,nan,nan,-1,0,7365
74,248,228,0.023835762937134543,0.19663750253304346,1.2021632127292226e-27,0.03938161334072084,0,0,nan,nan,-1,0,7365
75,245,214,0.0442034742558041,0.18043086476437703,0.006916431506246386,0.060229619705582715,0,0,nan,nan,-1,0,7365
76,230,216,0.02613844484964343,0.19838341567692394,3.7251792210174516e-28,0.024799362873369465,0,0,nan,nan,-1,0,7497
77,274,250,0.008590605688180656,0.1030551951708046,1.8616472117315899e-28,0.02775399544868073,0,0,nan,nan,-1,0,7497
78,270,244,0.025640763352470404,0.28743859751036277,0.04683042209331327,0.10927652569859002,0,0,nan,nan,-1,0,7497
79,237,211,0.05172033278558093,0.19204083903928304,1.5808827830478895e-26,0.028166738932609302,0,0,nan,nan,-1,0,7497
80,236,211,0.06663126634002815,0.1759245262050639,9.809092679157795e-28,0.04045645488891306,555,95,1.8763139660381398,1.8006185701484398,-1,0,7616
81,248,234,0.06613376295436865,0.23397976393878744,0.012292391194785016,0.050770314351498404,0,0,nan,nan,-1,0,7728
82,254,204,0.07022152582943283,0.23575239830827396,0.024601488474021216,0.08015231886766963,0,0,nan,nan,-1,0,7772
83,278,237,0.05821045862499242,0.2060523589115044,0.04459444606710535,0.10098118458247501,0,0,nan,nan,-1,0,7793
84,298,248,0.07407198950918646,0.20440104062107758,0.03237675177041256,0.07341205423931706,0,0,nan,nan,-1,0,7849
85,299,265,0.06321883625131719,0.17915779061247106,0.04985406746451853,0.089231072841331,0,0,nan,nan,-1,0,7899
86,295,234,0.09544429419419036,0.26680940291793004,5.278908644420892e-28,0.07138186127653337,0,0,nan,nan,-1,0,7899
87,310,274,0.07781566085278079,0.22321345826829617,0.003711195552490734,0.07127298477942488,0,0,nan,nan,-1,0,7899
88,266,229,0.0644649831686909,0.24759036769251985,0.023859264487620102,0.08454878281832677,0,0,nan,nan,-1,0,7899
89,267,224,0.0677834605404803,0.18935996230632182,0.05447443693787479,0.10030954357816134,0,0,nan,nan,-1,0,7899
90,278,240,0.06239249594923629,0.16736600652962577,7.4919950809360005e-28,0.04416998034352688,527,135,1.5590368751837553,1.2061276191582204,-1,0,7969
91,264,226,0.06194425722394587,0.21149199807264069,0.07002558685504844,0.11374540920766742,0,0,nan,nan,-1,0,8148
92,285,243,0.06974584971916827,0.2521993832281325,0.014500934711626992,0.091052732136944,0,0,nan,nan,-1,0,8321
93,294,267,0.0613597604720043,0.18823809706356417,0.00663482869686237,0.06407445503491664,0,0,nan,nan,-1,0,8498
94,298,264,0.061258964774374126,0.37997046823361313,0.01497291573859929,0.07114376048371723,0,0,nan,nan,-1,0,8498
95,327,297,0.012559032900477446,1.999537556758158,7.921917906707014e-26,0.02682332989651691,0,0,nan,nan,-1,0,8498
96,354,316,0.06955909980164107,0.22997304965606566,0.023793285304362574,0.07831815448438682,0,0,nan,nan,-1,0,8670
97,365,328,0.06693772491445621,0.20379932097096431,0.03205406980779643,0.08546958275339074,0,0,nan,nan,-1,0,8821
98,371,334,0.09127780942591802,0.2019950626593259,0.007307786632753655,0.06185372326234726,0,0,nan,nan,-1,0,8966
99,379,318,0.061429883130543046,0.22469499802694293,0.041143952538572545,0.10197291457927167,0,0,nan,nan,-1,0,9115
100,365,314,0.06766821292276448,0.24193496643995643,0.05296922094054156,0.112552570275921,843,428,6.738844537792805,2.734595189833912,-1,0,9251
101,377,328,0.02780126838226712,0.21214820035361592,0.02123979163206218,0.08021324926314984,0,0,nan,nan,-1,0,9347
102,370,317,0.0520135824857888,0.2173541106419839,0.02250197389999341,0.09578357659766287,0,0,nan,nan,-1,0,9374
103,377,332,0.07662996429065416,0.3609479392536504,0.06359145983445993,0.11915714679673847,0,0,nan,nan,-1,0,9374
104,405,345,0.023300453322979604,0.19538118648719102,7.4945723698305e-28,0.056702116166031616,0,0,nan,nan,-1,0,9374
105,411,374,0.05393305250672425,0.20069146268042412,0.008955182331255647,0.06599868855877893,0,0,nan,nan,-1,0,9493
106,402,354,0.06859484190853901,0.17767019461214137,4.7828876679763914e-27,0.04304612188500508,0,0,nan,nan,-1,0,9684
107,395,341,0.0792400687162055,0.28808340254474163,0.049783871868048855,0.10035270038678988,0,0,nan,nan,-1,0,9823
108,408,350,0.057563765082613946,0.29389621056675214,6.74053705695496e-27,0.0388049222241248,0,0,nan,nan,-1,0,9955
109,400,366,0.04643168894643727,0.2527425768411431,0.012151310464914522,0.07623348325926854,0,0,nan,nan,-1,0,9966
110,425,387,0.037680897826338156,0.17941740396693062,0.02006264552229162,0.05118815073335066,779,231,3.3270674918012904,2.729920945943025,-1,0,10019
111,427,376,0.050085713839704255,0.2914643761359159,0.02757757171756262,0.09790205599358437,0,0,nan,nan,-1,0,10019
112,383,331,0.05233389992580256,0.20037512441290986,0.06138256917785873,0.1085190962845295,0,0,nan,nan,-1,0,10066
113,414,365,0.0575488682867773,0.20038891919297167,2.896710259892158e-28,0.029893725114356333,0,0,nan,nan,-1,0,10118
114,370,332,0.05941560518784025,0.17132645335406113,3.6465587020052324e-27,0.036097295853209636,0,0,nan,nan,-1,0,10192
115,355,304,0.08776589270196003,0.2559300078330486,5.393536195850136e-27,0.06140564597200957,0,0,nan,nan,-1,0,10251
116,383,318,0.07479474866252514,0.2784217072787856,0.08202061790651274,0.12652625625959063,0,0,nan,nan,-1,0,10345
117,423,380,0.06146180674719082,0.19366039386799536,0.028820852236130946,0.07825058723082509,0,0,nan,nan,-1,0,10415
118,413,376,0.014244173227383425,0.21936478941174303,1.550652445046278e-25,0.025531683356805456,0,0,nan,nan,-1,0,10486
119,401,361,0.0761591396978442,0.21686599199366244,0.06007297767792328,0.10379504876524195,0,0,nan,nan,-1,0,10581
120,399,362,0.010597075039191599,0.2511305758577616,2.0817008133329743e-28,0.030665437807955966,685,49,1.7169532556401066,1.600353233856522,-1,0,10581
121,402,362,0.03746952807852995,0.18893910209032053,0.020912308525609352,0.07090262024766933,0,0,nan,nan,-1,0,10692
122,406,353,0.055726678239179386,0.2045628129861388,0.08173447136588953,0.12975211670530454,0,0,nan,nan,-1,0,10807
123,418,391,0.04323871238708229,0.17846507114005664,6.550050825982932e-28,0.02878716633121062,0,0,nan,nan,-1,0,10807
124,430,383,0.04557084269549247,0.1762666650178235,0.0169588560555414,0.07910566268678608,0,0,nan,nan,-1,0,10807
125,425,382,0.05219837178759941,0.20468011635705619,1.0352093814918065e-25,0.03489229729361083,0,0,nan,nan,-1,0,11054
126,423,391,0.006100800396724116,0.16350180063585992,0.019854416673683827,0.06622769416643473,0,0,nan,nan,-1,0,11328
127,453,407,0.06216253028026847,0.20109818967247498,0.011651088484655294,0.05929753131936592,0,0,nan,nan,-1,0,11597
128,434,388,0.06062686369922757,0.19143312123734116,5.552636584485141e-28,0.029653002605091235,0,0,nan,nan,-1,0,11838
129,414,377,0.022410643761672466,0.15913802716481018,1.965136028833891e-28,0.03262100536545096,0,0,nan,nan,-1,0,11838
130,406,356,0.0592567665922792,0.19989573137817282,0.028685979411518785,0.07724527741982147,796,338,27.22400170501396,2.0314184811400584,-1,0,11838
131,422,369,0.06857665227492998,0.25527588974758597,0.03705375799706818,0.0909390978007995,0,0,nan,nan,-1,0,11838
132,394,310,0.13539164498112488,0.2926798859546093,0.03914544801123371,0.11021372977939135,0,0,nan,nan,-1,0,11838
133,405,360,0.031133482620071987,0.1433176383702932,0.005275743930324264,0.04250231636161506,0,0,nan,nan,-1,0,12094
134,423,381,0.02268482575084838,0.3094361693063106,0.012761779290425936,0.0662076636293458,0,0,nan,nan,-1,0,12345
135,422,381,0.014077446558811955,0.20909546432457296,9.801594318489167e-26,0.03554344682457038,0,0,nan,nan,-1,0,12602
136,391,326,0.08235913087568432,0.22520534531534825,0.04228441646375119,0.10460504435702757,0,0,nan,nan,-1,0,12843
137,450,420,0.006760693312500619,0.12009365631797736,1.0161967689915898e-27,0.025484442808786527,0,0,nan,nan,-1,0,13033
138,435,394,0.06101010445113449,0.17294082542218253,1.4278367251110654e-28,0.04140353331602359,0,0,nan,nan,-1,0,13033
139,407,351,0.0895530127798948,0.236043865406482,0.04837839171178919,0.10563775757201975,0,0,nan,nan,-1,0,13033
140,411,336,0.07405330666776212,0.23067713633707082,0.04497398865940645,0.10016000343201258,769,527,1.864479613925104,1.6558005963489788,-1,0,13033
141,421,352,0.08241072025498566,0.249037187226097,1.498118503923756e-26,0.055033030633152145,0,0,nan,nan,-1,0,13047
142,422,371,0.07081679636038199,0.2021264397490871,0.019884586915193358,0.059528810289627095,0,0,nan,nan,-1,0,13289
143,417,377,0.06877028535689705,0.18835849551766742,3.274141286030194e-27,0.020175254636142035,0,0,nan,nan,-1,0,13289
144,412,366,0.05112299589362275,0.2005453881621976,1.8863354570579918e-28,0.03272898054218628,0,0,nan,nan,-1,0,13289
145,385,319,0.10685381646324302,0.5463534908191064,0.06589123370331214,0.12525888494694262,0,0,nan,nan,-1,0,13289
146,382,338,0.1270937773678883,0.3786884261003524,0.017637717146079236,0.07293084431335868,0,0,nan,nan,-1,0,13289
147,395,311,0.1655856066926528,0.37674897307725047,0.0672648470461335,0.12370003748424599,0,0,nan,nan,-1,0,13289
148,407,354,0.07884776755545815,0.2281422922895905,4.620149350331225e-28,0.04084725675862576,0,0,nan,nan,-1,0,13367
149,440,393,0.014606645662349732,0.17848262780963048,3.1671026648424367e-27,0.026146283627701748,0,0,nan,nan,-1,0,13367
150,452,410,0.025480217539896207,0.27313632444800295,3.5818483664791863e-28,0.03576397848017363,683,429,3.3374020258389154,1.7473914416515544,-1,0,13367
151,435,396,0.07127778837217441,0.22030728346914719,2.4036762680623875e-27,0.02628479093389245,0,0,nan,nan,-1,0,13367
152,440,403,0.03034228507864228,0.14837034725958062,2.0862132029352917e-26,0.02943474579117936,0,0,nan,nan,-1,0,13437
153,430,390,0.058894563595869885,0.23579577565266752,9.188580259034223e-28,0.030581480452066646,0,0,nan,nan,-1,0,13437
154,409,368,0.049540834980145845,0.383538381581113,4.9277183366783783e-26,0.04606335394295491,0,0,nan,nan,-1,0,13437
155,425,385,0.01887367244281944,0.18416638535845295,1.1254659074230604e-28,0.04005357270732587,0,0,nan,nan,-1,0,13524
156,396,351,0.026654771653159402,0.20302807875393014,5.3549725490657154e-27,0.04130071771349145,0,0,nan,nan,-1,0,13589
157,418,349,0.08110397742353048,0.2361321489856938,0.037888063494763556,0.08782576222831974,0,0,nan,nan,-1,0,13654
158,460,400,0.03209875900748462,2.7646742872164602,1.43877300570149e-28,0.03012069103897312,0,0,nan,nan,-1,0,13654
159,439,397,0.09419413364016152,0.23623707065758176,0.04327464254181616,0.08710432896568836,0,0,nan,nan,-1,0,13712
160,437,396,0.07874588189551487,0.23449486773198508,0.0014916714961589028,0.034394142896424826,647,337,4.526352944439128,1.8908794453961446,-1,0,13778
161,405,346,0.07351324542374946,0.22921648856428486,3.87105516011071e-28,0.04748044959576234,0,0,nan,nan,-1,0,14080
162,436,386,0.10611187196742752,3.288571127808168,8.086200465239595e-28,0.04524669670689375,0,0,nan,nan,-1,0,14080
163,431,378,0.028685339108709424,0.37751776270001314,0.05574767358367385,0.10064173978972209,0,0,nan,nan,-1,0,14279
164,432,362,0.06579594638335277,0.211800678293339,2.1017208730537272e-27,0.05048899099787919,0,0,nan,nan,-1,0,14279
165,446,393,0.08646586798885744,0.2763472187605546,1.0488714165025612e-27,0.033324414039889824,0,0,nan,nan,-1,0,14481
166,454,405,0.08045351013187417,0.3875955465561018,3.262098141369671e-28,0.03461458889473155,0,0,nan,nan,-1,0,14646
167,477,428,0.08624805532836415,0.24438466617528642,1.0471722419203212e-27,0.03969942057791294,0,0,nan,nan,-1,0,14799
168,479,411,0.0779156463122178,0.2538864035192315,0.024782133518942356,0.07380316654731901,0,0,nan,nan,-1,0,14916
169,490,442,0.02819053461353433,0.18423130978001892,8.82275272236318e-28,0.04265712222166205,0,0,nan,nan,-1,0,15033
170,499,434,0.06699364513501346,0.20006866966605322,0.02507931254930643,0.08488143200985698,753,52,4.225295209791958,3.763585055790125,-1,0,15033
171,519,463,0.07984256535852864,0.20951654017926238,4.412261199259707e-27,0.03281715573978765,0,0,nan,nan,-1,0,15033
172,513,432,0.03843181902832705,0.350766450458443,0.03365719589702525,0.08805146936991012,0,0,nan,nan,-1,0,15033
173,552,485,0.01966905103089904,0.45295188798728375,1.587295291848393e-27,0.050374351514947784,0,0,nan,nan,-1,0,15033
174,565,496,0.06618174813227926,2.343337328470588,0.03420832601051653,0.08392703728277666,0,0,nan,nan,-1,0,15033
175,589,526,0.04600178636845641,0.255420497455553,3.904121369795917e-26,0.041536010400812104,0,0,nan,nan,-1,0,15033
176,577,524,0.04722210977488511,0.1724564267551418,0.012454938324211611,0.06685138602771139,0,0,nan,nan,-1,0,15033
177,623,551,0.02567908735485555,0.262837235939831,0.054302353406001175,0.11306200786760978,0,0,nan,nan,-1,0,15033
178,604,529,0.0636725845748608,0.36902665931662004,0.05175895636399991,0.09678242482605001,0,0,nan,nan,-1,0,15033
179,623,564,0.028486829419138302,0.3575591213608418,0.028807002486475032,0.07385420971821562,0,0,nan,nan,-1,0,15033
180,642,574,0.06412928796010928,0.1995853141007762,0.0303931130558965,0.07602939213639627,546,69,1725.854912767513,1141.9315001365487,-1,0,15033
181,675,602,0.06780775272715243,0.2076011641745674,0.041968958371815496,0.10105298408961375,0,0,nan,nan,-1,0,15033
182,662,579,0.037520081417654796,0.26732510810014676,0.03847286853621612,0.07831428730400633,0,0,nan,nan,-1,0,15033
183,666,573,0.019827950386323304,0.28582211446886624,0.012865118950635171,0.05706963045713138,0,0,nan,nan,-1,0,15033
184,630,564,0.01074283769933236,0.2981374692144918,0.03700733025187499,0.080899203212872,0,0,nan,nan,-1,0,15033
185,668,583,0.026983427522441046,0.33062039528449855,1.1701267552375987e-27,0.03533919061143592,0,0,nan,nan,-1,0,15033
186,672,596,0.013500813697109745,0.31671724007487284,0.059748877578221705,0.11196979645193617,0,0,nan,nan,-1,0,15033
187,661,597,0.07059828502494067,0.15884853151852055,4.9684120940185804e-27,0.036486389691179066,0,0,nan,nan,-1,0,15033
188,651,592,0.05127680746828935,0.18516041433215527,4.183856244588906e-28,0.04198534316988094,0,0,nan,nan,-1,0,15033
189,689,586,0.07259694097867869,0.3014590959718331,0.06098720758035506,0.10716785448783435,0,0,nan,nan,-1,0,15033
190,690,563,0.07457196758656329,0.3667173522238923,0.06788657130285439,0.11468082103348451,0,0,nan,nan,-1,0,15033
191,691,621,0.05414342126434687,0.18462822909233514,0.034673172196908505,0.07753577744341308,0,0,nan,nan,-1,0,15033
192,709,582,0.07639428930941292,0.22694487432820684,0.08759715676099583,0.13250167201403937,0,0,nan,nan,-1,0,15033
193,737,659,0.05896739661511228,0.19555553835716769,5.0549144851526616e-24,0.03340566812628515,0,0,nan,nan,-1,0,15033
194,726,609,0.08543244005198217,0.2351750860701436,0.0682978955611937,0.12077749121968963,0,0,nan,nan,-1,0,15033
195,734,644,0.05937253419510236,0.23478802987621245,1.9198374675254845e-28,0.02871719802082528,0,0,nan,nan,-1,0,15033
196,725,631,0.06804174522001462,0.21568844150774794,1.3454868842423086e-27,0.03300857612479004,0,0,nan,nan,-1,0,15033
